time,lat,lon,ele
2025-08-19T13:15:41.000Z,47.58468062616884708404541015625,-3.0243242718279361724853515625,3.2000000476837158203125
2025-08-19T13:15:42.000Z,47.58469261229038238525390625,-3.0243142135441303253173828125,3.2000000476837158203125
2025-08-19T13:15:47.000Z,47.5847142376005649566650390625,-3.024313040077686309814453125,3.400000095367431640625
2025-08-19T13:15:54.000Z,47.584740556776523590087890625,-3.024318404495716094970703125,3
2025-08-19T13:15:55.000Z,47.58474533446133136749267578125,-3.02431404590606689453125,3
2025-08-19T13:15:56.000Z,47.58475354872643947601318359375,-3.0243125371634960174560546875,3
2025-08-19T13:15:57.000Z,47.58476025424897670745849609375,-3.02431530319154262542724609375,3
2025-08-19T13:15:59.000Z,47.58477844297885894775390625,-3.02432837896049022674560546875,2.7999999523162841796875
2025-08-19T13:16:01.000Z,47.584794871509075164794921875,-3.02433005534112453460693359375,2.7999999523162841796875
2025-08-19T13:16:04.000Z,47.584818340837955474853515625,-3.024332486093044281005859375,2.599999904632568359375
2025-08-19T13:16:06.000Z,47.58483988232910633087158203125,-3.02431915886700153350830078125,2.599999904632568359375
2025-08-19T13:16:07.000Z,47.58484139107167720794677734375,-3.02430725656449794769287109375,2.599999904632568359375
2025-08-19T13:16:08.000Z,47.5848449952900409698486328125,-3.02429594099521636962890625,2.599999904632568359375
2025-08-19T13:16:13.000Z,47.584852539002895355224609375,-3.02423533983528614044189453125,2.599999904632568359375
2025-08-19T13:16:15.000Z,47.5848597474396228790283203125,-3.02421547472476959228515625,2.599999904632568359375
2025-08-19T13:16:18.000Z,47.58486351929605007171630859375,-3.0241784267127513885498046875,2.2000000476837158203125
2025-08-19T13:16:19.000Z,47.58486955426633358001708984375,-3.02417549304664134979248046875,2.2000000476837158203125
2025-08-19T13:16:21.000Z,47.58486838079988956451416015625,-3.0241673626005649566650390625,2.2000000476837158203125
2025-08-19T13:16:23.000Z,47.5848600827157497406005859375,-3.0241643451154232025146484375,2.400000095367431640625
2025-08-19T13:16:30.000Z,47.58484273217618465423583984375,-3.0241096951067447662353515625,2.2000000476837158203125
2025-08-19T13:16:37.000Z,47.58481054566800594329833984375,-3.02404205314815044403076171875,1.7999999523162841796875
2025-08-19T13:16:43.000Z,47.5847651995718479156494140625,-3.0239558033645153045654296875,2.2000000476837158203125
2025-08-19T13:16:49.000Z,47.58468850515782833099365234375,-3.0238971300423145294189453125,2.400000095367431640625
2025-08-19T13:16:55.000Z,47.58462212048470973968505859375,-3.02379411645233631134033203125,2.400000095367431640625
2025-08-19T13:17:02.000Z,47.584544755518436431884765625,-3.0236456729471683502197265625,2
2025-08-19T13:17:08.000Z,47.58447107858955860137939453125,-3.02350200712680816650390625,1.7999999523162841796875
2025-08-19T13:17:15.000Z,47.5844161771237850189208984375,-3.0234039388597011566162109375,1.60000002384185791015625
2025-08-19T13:17:21.000Z,47.5843333639204502105712890625,-3.02327125333249568939208984375,1.39999997615814208984375
2025-08-19T13:17:25.000Z,47.58426303975284099578857421875,-3.02315960638225078582763671875,1.2000000476837158203125
2025-08-19T13:17:34.000Z,47.58413244970142841339111328125,-3.022948466241359710693359375,1.60000002384185791015625
